사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-01,경부선,250,가산디지털단지,826,1,"5,797","1,774","6,249","10,410","11,061","44,100","11,207","131,296","8,088","65,068","7,039","20,230","7,739","12,257","8,976","12,028","9,909","13,027","10,772","11,956","12,353","12,520","19,171","13,305","52,650","16,757","94,389","20,191","41,184","14,841","25,384","9,891","22,039","11,629","6,096","5,807","1,506","2,248",57,528,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,251,금천구청,390,3,"9,065","1,234","15,135","4,096","36,624","11,835","35,491","25,733","18,905","9,271","12,514","6,909","11,179","6,974","11,835","9,120","11,395","10,130","10,740","10,474","10,684","12,311","10,897","15,055","13,145","20,880","20,582","36,441","9,563","29,733","7,625","15,897","7,079","18,829","2,612","8,713",656,"3,760",9,219,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,252,석수,241,6,"5,924","2,168","13,234","4,948","32,034","9,712","32,431","15,431","16,985","8,723","10,209","8,182","8,943","5,746","9,148","6,290","9,333","6,363","9,027","6,695","10,308","8,145","11,609","9,878","13,763","14,739","15,801","26,724","8,041","24,570","5,495","13,926","5,154","16,783","2,250","7,833",720,"2,869",23,147,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경부선,253,관악,154,0,"5,755","1,396","10,746","3,265","26,187","4,086","24,821","7,049","11,897","6,763","7,586","6,654","6,662","4,997","7,279","5,591","7,410","5,503","7,432","5,485","7,785","6,915","8,554","7,938","8,655","11,504","7,904","22,925","4,495","19,658","3,615","11,258","3,289","12,448","1,349","6,332",452,"2,698",12,205,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,254,안양,171,3,"11,649","2,324","25,643","8,831","65,487","12,347","58,224","22,978","29,921","19,242","20,323","16,558","19,531","18,163","22,126","21,039","22,181","24,151","21,656","22,580","23,312","26,546","25,348","28,328","28,818","41,163","27,881","64,072","17,482","56,197","18,781","31,563","20,194","30,082","6,081","16,517","1,797","6,629",58,615,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,255,명학,112,1,"5,274","2,023","8,016","8,300","20,134","21,029","18,064","46,600","9,138","11,955","6,414","5,963","5,834","4,721","6,698","5,234","6,763","5,997","6,424","5,193","7,211","6,027","10,660","6,750","20,973","9,147","32,465","15,701","11,088","14,408","10,188","8,958","7,466","9,311","2,700","5,065",682,"2,325",10,236,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,256,금정,214,2,"17,842","4,503","28,425","18,061","63,209","37,313","66,457","79,341","36,953","27,616","23,308","16,288","22,075","17,127","23,438","18,412","23,511","20,062","21,279","21,356","22,843","25,142","28,412","29,998","45,223","42,526","64,760","66,812","29,403","57,333","24,901","36,171","20,283","42,479","8,290","20,678","2,557","9,441",57,"1,503",0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,257,군포,43,3,"4,607","1,387","7,669","7,456","14,587","26,952","14,173","42,266","7,190","6,889","5,552","4,206","5,496","3,880","6,081","4,276","5,960","4,786","5,735","5,077","5,909","5,675","7,393","6,589","18,957","9,295","32,156","12,356","11,252","10,570","9,319","6,789","6,508","7,128","2,882","3,995",690,"1,819",34,201,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,258,의왕,88,0,"4,898","1,111","10,348","5,933","24,626","19,787","23,750","21,009","9,930","6,754","7,854","4,335","7,626","4,792","7,511","5,625","8,275","6,737","7,542","6,414","7,501","8,048","9,408","9,833","18,139","13,490","18,486","23,808","8,797","17,737","6,410","12,556","5,398","12,220","2,150","6,622",666,"2,804",47,342,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경부선,259,성균관대,41,2,"6,891","1,206","21,151","3,810","53,619","7,080","42,539","14,881","18,200","11,237","12,675","8,392","11,968","8,589","13,222","9,603","12,658","11,938","12,009","11,418","12,178","13,073","13,674","16,370","16,838","25,624","17,753","46,900","9,633","41,915","8,779","24,785","9,685","25,496","4,606","13,849","1,369","5,398",65,713,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,260,화서,266,2,"5,507","1,110","15,514","4,237","31,268","3,489","22,410","7,192","9,174","4,716","6,679","3,793","6,525","3,984","6,252","4,194","6,077","5,585","5,523","5,757","5,783","6,190","7,401","7,263","8,279","14,372","7,154","24,402","3,880","21,836","3,249","12,758","3,560","12,409","1,552","7,497",375,"2,532",17,410,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경부선,261,수원,"1,419",8,"13,533","4,867","26,423","21,295","57,569","34,616","47,898","47,318","28,504","44,445","25,373","35,651","31,499","40,488","34,094","48,206","35,530","48,625","37,926","50,121","44,551","49,077","54,020","54,667","60,897","63,970","69,808","82,911","52,243","65,351","62,838","38,804","49,488","35,814","17,967","21,374","5,614","9,202",80,"1,691",1,2,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,262,독산,257,3,"5,642","2,438","12,990","12,858","31,000","35,063","29,833","84,579","15,236","40,540","11,136","15,231","11,130","9,674","12,270","11,204","12,484","11,317","12,501","10,354","13,874","12,099","21,504","13,219","42,391","18,711","64,426","32,195","30,128","28,599","17,570","15,130","13,362","19,320","5,396","8,990","1,328","3,513",20,198,1,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,263,세류,303,10,"2,362",580,"5,730","2,087","11,013","3,370","7,835","3,722","3,462","2,156","2,692","1,864","2,579","2,147","2,633","2,262","2,657","2,269","2,446","2,358","2,505","2,557","3,345","3,407","4,197","4,871","4,495","8,757","2,543","7,446","2,128","4,471","1,745","4,866",824,"2,878",263,954,4,226,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,264,병점,"2,102",25,"5,196","2,369","18,591","8,598","35,626","17,560","26,306","19,623","15,310","10,029","13,002","7,697","13,551","9,296","14,030","10,130","13,464","11,123","12,922","12,008","15,240","12,649","17,614","17,186","23,952","22,059","25,144","33,600","13,266","34,521","10,471","22,007","9,783","22,022","4,755","12,683","1,259","5,120",17,"2,392",3,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,265,세마,257,0,"1,375",374,"3,977","1,359","6,856","3,024","5,527","6,166","3,996","1,367","2,732","1,194","2,479","1,460","2,691","1,534","2,841","2,063","2,552","2,132","2,529","1,585","3,014","2,750","3,605","3,428","5,219","5,800","1,922","5,833","1,595","3,919","1,409","3,880",587,"2,422",214,823,11,58,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,266,오산대,76,0,"2,096",360,"4,743","1,677","7,887","3,018","5,903","5,259","3,761","2,074","2,860","1,863","2,794","1,934","2,845","2,038","3,407","3,182","3,071","2,867","2,967","2,249","3,944","3,315","4,397","4,907","6,140","7,729","2,802","5,893","2,700","4,133","2,452","4,247","1,028","2,433",401,"1,141",18,38,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,267,오산,116,1,"4,677","1,067","11,327","7,853","16,243","20,345","14,798","16,371","10,696","8,984","9,552","7,331","10,221","7,139","11,795","9,090","10,879","10,413","11,049","9,814","11,287","10,878","13,669","13,294","20,112","15,516","22,386","20,974","11,240","18,280","9,690","14,001","7,734","12,117","3,339","6,289","1,092","2,970",81,199,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,268,진위,9,0,459,248,"1,212","1,768","1,812","5,752","1,583","6,576","1,317","1,156",960,795,"1,040",685,"1,149",779,"1,124",927,"1,237",803,"1,375",877,"1,646","1,113","5,028","1,194","7,853","1,714","2,805","1,617","1,592",966,"1,087","1,320",461,849,116,320,7,33,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경부선,269,송탄,42,1,"5,349",454,"6,080","2,172","9,745","3,999","6,809","5,145","5,251","3,390","4,855","2,727","4,978","3,221","5,135","3,567","5,374","3,951","4,666","4,280","4,964","5,070","5,102","5,486","6,159","7,676","7,142","8,507","3,884","9,152","2,790","6,466","2,801","7,105","1,299","5,233",380,"2,040",16,292,0,0,1,1,0,0,2021-02-03 09:49:40
2021-01,경부선,270,서정리,16,2,"2,151","5,897","6,847","4,661","9,269","9,794","8,282","9,308","5,633","4,892","5,762","4,033","6,182","3,974","7,441","5,221","6,266","5,999","6,902","5,574","7,508","6,415","9,124","8,716","16,290","9,976","14,081","10,765","7,458","11,294","6,190","7,826","4,390","7,309","1,433","5,735",541,"2,527",10,245,0,1,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,271,지제,4,0,702,"2,246","2,160","6,588","5,174","7,585","3,869","5,557","2,414","2,288","1,984","1,500","2,375","2,029","2,990","2,187","2,160","1,780","2,653","2,102","3,560","2,601","3,971","2,697","8,980","2,898","7,255","4,460","4,453","3,932","3,087","2,958","2,738","2,710","1,789","2,089",700,782,18,39,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,272,평택,19,0,"4,768","1,878","10,677","5,583","19,225","11,322","16,192","16,280","12,593","13,234","12,558","10,525","12,667","13,615","13,356","14,430","15,209","15,294","14,977","16,194","15,946","15,857","18,647","18,642","22,063","20,360","21,719","24,505","15,491","19,280","15,159","14,042","11,240","12,016","5,346","7,990","1,946","3,997",33,607,0,1,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,273,성환,18,1,"1,182",278,"2,258","1,350","3,416","7,459","3,873","9,026","3,639","2,783","3,416","2,433","3,354","2,836","3,666","3,501","4,430","3,344","4,696","3,363","4,303","3,422","5,957","4,060","8,497","4,716","7,163","5,385","3,036","3,774","2,603","3,095","1,832","3,869",616,"2,569",275,"1,326",29,231,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,274,직산,19,0,380,150,973,624,"1,092","1,845",904,"2,609",659,739,726,553,731,527,718,622,737,753,733,631,929,601,826,916,"1,888",973,"2,221","1,093",854,"1,211",602,538,483,761,256,486,101,354,20,56,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,275,두정,680,2,"3,139",569,"6,776","1,925","9,889","4,862","8,891","6,472","5,352","5,573","5,128","4,106","5,194","4,297","5,003","5,674","5,748","6,039","5,850","5,837","6,407","6,156","6,757","7,133","8,491","8,479","9,115","12,561","5,300","9,018","4,461","7,491","4,464","6,307","2,167","5,038",978,"3,175",22,712,0,2,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,276,천안,"1,264",2,"1,911",406,"3,945","2,323","6,236","3,574","5,167","6,314","5,882","5,930","5,512","5,638","6,701","6,725","6,646","7,519","7,436","8,589","7,886","7,268","8,528","9,572","8,437","7,337","9,325","8,715","9,194","10,313","6,020","7,353","4,792","5,904","3,731","3,868","1,530","3,237",726,"1,657",2,905,0,1,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,277,당정,4,0,"2,470",898,"8,922","2,733","19,880","6,689","17,367","12,975","8,256","4,793","5,675","3,184","5,723","3,229","6,057","3,590","6,064","4,146","5,415","4,319","5,853","5,063","6,032","6,616","8,257","9,335","12,096","14,761","4,785","16,236","3,657","9,947","3,300","10,022","1,480","5,725",393,"2,394",32,217,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경부선,278,서동탄,0,0,959,7,"3,739",387,"8,265","1,435","3,325","1,622","1,653",671,"1,236",564,"1,295",663,"1,227",933,"1,175",943,"1,105","1,066","1,325","1,599","1,372","1,403","1,599","2,218","2,057","3,507",722,"4,366",634,"2,562",522,"1,629",332,"1,671",73,674,2,333,1,4,0,0,0,0,2021-02-03 09:49:39
2021-01,경부선,279,광명,0,0,14,"1,442","2,586","3,048","10,343","3,025","7,776","3,025","3,581","2,723","2,975","1,963","2,607","1,449","3,050","3,429","2,502",252,"2,239","4,190","4,678","2,011","2,485","3,150","4,902","3,816","5,693","9,850","5,285","6,283","1,605","3,211","3,877","2,712","1,580","2,189",317,703,0,0,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,293,개봉,723,4,"14,372","4,381","28,902","10,334","72,977","12,131","68,719","20,070","37,771","15,053","25,680","12,461","22,944","14,233","24,591","17,174","23,467","17,529","21,343","20,913","20,400","24,939","22,158","30,860","23,885","47,729","23,048","80,234","13,585","63,856","11,870","35,790","10,608","40,469","4,706","17,834","1,423","7,036",25,605,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경인선,294,오류동,214,0,"9,529","1,592","14,180","3,831","39,296","4,898","41,229","9,603","21,067","7,716","14,351","7,190","13,343","8,021","13,879","9,435","13,319","10,386","12,052","11,394","11,655","13,514","12,126","16,628","12,236","21,712","11,452","37,292","6,585","32,133","5,441","20,267","5,371","21,241","2,780","10,072",755,"3,694",9,321,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,295,역곡,586,3,"21,803","2,992","37,233","9,572","98,932","10,695","94,553","22,761","47,686","17,705","29,589","16,527","26,765","18,662","27,961","20,444","27,366","22,376","24,297","24,772","23,985","26,305","25,868","40,064","27,359","53,169","25,727","92,984","15,725","82,360","15,088","46,534","13,851","50,930","5,882","24,569","1,824","9,657",30,644,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,296,부천,"1,682",14,"27,409","3,542","36,572","10,136","86,553","15,221","86,900","34,899","45,160","30,508","33,947","28,795","33,799","32,526","36,772","37,012","38,432","41,303","38,536","42,429","39,680","44,111","42,110","50,762","43,516","66,293","46,860","99,298","31,366","84,424","33,003","44,296","31,308","48,759","10,706","25,902","3,297","10,986",115,"1,384",1,1,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,297,송내,978,9,"12,793","6,031","30,699","12,362","86,882","24,385","73,258","61,239","37,146","35,062","25,426","17,601","25,874","16,702","26,220","19,003","24,839","21,587","23,655","21,128","24,715","23,004","28,466","29,085","33,659","42,267","59,728","75,037","26,494","70,584","18,678","40,096","18,702","40,877","7,561","22,941","2,934","8,012",252,983,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,298,부평,"5,812",42,"15,778","3,892","29,161","9,269","67,884","15,105","65,140","27,730","34,296","30,521","28,069","26,037","29,835","31,467","33,116","37,833","34,067","45,085","34,719","47,414","37,824","48,055","42,204","54,860","46,090","64,754","45,029","95,926","34,403","71,009","39,166","38,852","45,181","40,883","12,365","23,897","4,288","9,119",496,"1,919",0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,299,백운,51,1,"5,848","1,350","11,350","3,176","23,145","3,451","19,877","6,347","11,087","5,193","8,688","4,352","8,418","5,221","8,462","6,158","8,343","6,702","7,550","6,975","6,804","8,312","7,775","9,868","8,497","12,575","7,589","21,028","3,662","18,903","3,189","12,087","3,048","11,957","1,362","7,441",526,"2,912",52,443,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,300,동암,289,1,"16,157","3,880","24,305","9,076","42,424","11,573","40,491","14,894","24,806","10,894","17,413","10,987","16,412","12,283","17,808","13,709","17,654","14,958","15,870","14,723","15,611","18,407","18,109","21,709","21,005","30,679","19,419","44,075","11,388","39,403","10,235","26,780","9,605","27,640","4,052","16,016","1,576","6,292",68,831,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,301,주안,798,20,"10,241","2,745","20,542","7,487","50,224","13,793","41,339","23,354","26,161","16,204","18,613","12,514","19,112","12,165","21,019","15,522","21,437","15,981","20,094","17,864","21,038","17,303","23,702","22,503","28,677","29,310","30,328","43,037","16,702","46,652","16,809","27,022","16,021","28,039","6,425","16,608","2,354","7,450",96,897,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,302,제물포,561,5,"5,887","1,094","11,172","3,533","29,891","7,560","24,863","17,607","13,753","10,364","10,970","7,008","10,912","6,808","11,883","8,232","11,582","9,092","10,323","9,208","10,798","9,122","11,610","11,954","15,323","15,720","17,862","22,909","6,606","23,512","5,281","14,575","4,411","15,743","2,159","9,543",810,"4,340",14,668,0,1,0,0,0,0,2021-02-03 09:49:39
2021-01,경인선,303,동인천,"1,208",2,"5,730","2,061","12,381","9,536","31,712","17,468","23,975","24,581","15,040","11,954","13,623","12,396","14,695","13,534","16,129","15,317","17,268","15,949","17,160","15,751","18,685","15,065","20,429","17,740","27,851","19,115","30,648","26,103","13,381","26,848","10,738","16,465","8,670","14,966","3,152","10,167",890,"3,916",4,733,0,8,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,304,인천,130,2,932,874,"2,445","2,814","4,646","3,826","3,735","5,942","2,224","2,191","2,171","2,340","2,739","3,888","3,916","4,863","4,491","4,802","5,339","4,973","6,060","4,356","6,523","3,022","8,967","2,558","8,596","2,252","3,649","1,743","3,016","1,423","2,064","1,507",810,940,251,391,0,192,0,1,0,0,0,0,2021-02-03 09:49:39
2021-01,경인선,305,구일,185,4,"3,177","1,225","7,515","2,418","21,401","4,365","19,848","8,589","9,107","4,693","6,684","3,148","6,181","3,433","6,478","4,079","6,401","4,837","6,016","5,374","6,145","6,512","6,148","7,591","6,857","11,122","8,032","21,792","3,512","18,668","2,791","9,927","2,995","11,086","1,190","4,772",397,"1,893",6,111,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,306,소사,825,55,"13,687","1,805","13,974","4,578","29,815","5,925","26,614","8,319","15,685","6,601","12,474","6,293","10,854","7,137","10,894","8,071","10,039","8,606","9,511","9,364","9,074","9,521","9,282","12,959","10,070","17,321","9,526","25,452","5,357","23,729","4,308","13,403","3,686","15,931","1,991","8,558",654,"3,471",34,565,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경인선,307,부개,"1,280",10,"7,083","1,765","13,148","3,630","31,147","4,023","24,415","7,548","13,457","5,336","9,994","4,733","9,368","5,749","9,324","6,378","9,345","7,098","7,916","7,868","7,560","9,374","8,516","11,953","9,370","13,991","8,579","26,493","4,446","22,199","3,584","13,080","3,543","13,999","1,802","7,993",578,"2,862",73,451,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,308,간석,232,0,"3,894",837,"9,165","2,116","18,315","2,909","15,883","5,808","8,616","4,053","6,263","3,386","5,969","4,386","6,470","4,885","6,503","5,413","5,991","5,750","6,060","6,112","6,076","7,423","6,594","10,616","6,992","14,616","3,543","15,454","3,355","9,093","3,289","8,819","1,474","5,615",614,"2,571",32,372,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,309,도원,385,1,"1,835",503,"2,452","1,320","4,944","2,381","4,586","8,036","3,107","3,515","3,234","2,828","3,622","2,834","3,906","3,071","3,896","3,621","3,966","3,453","3,464","3,613","4,067","4,039","4,791","4,032","5,601","4,614","1,670","4,356","1,330","2,894","1,351","2,893",591,"1,581",191,914,7,243,0,5,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,310,온수(성공회대입구),115,2,"4,306","1,022","6,669","3,022","18,086","4,558","17,530","8,824","9,919","4,497","7,770","4,296","7,288","4,178","7,953","5,466","8,092","5,690","7,156","6,121","6,948","6,978","7,828","8,825","8,044","11,072","8,359","18,933","4,231","16,382","3,112","9,468","2,782","10,170","1,518","4,972",488,"1,920",22,240,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,311,중동,590,10,"8,409",989,"13,942","3,468","33,791","4,744","26,716","9,693","13,538","6,250","10,201","5,584","9,176","6,065","9,848","7,524","9,711","7,919","8,718","8,589","8,206","9,496","8,965","11,621","9,498","15,445","10,280","26,120","5,551","24,333","4,326","14,422","3,945","14,716","1,847","8,190",625,"3,050",32,496,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경인선,312,도화,188,1,"3,329",491,"5,590","1,704","13,125","3,506","10,528","5,673","6,163","2,828","4,933","2,796","4,589","3,072","4,717","3,782","4,922","3,520","4,821","4,176","4,660","4,183","4,650","5,794","5,200","6,503","5,298","8,684","2,460","9,581","1,916","5,729","1,550","5,950",959,"3,421",333,"1,790",10,380,0,1,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,128,이촌(국립중앙박물관),57,1,947,456,"2,597","1,623","5,866","3,330","6,382","6,834","5,202","4,086","4,075","2,556","3,925","2,427","4,506","2,655","4,802","2,965","4,713","2,840","5,233","3,349","6,168","3,815","7,774","4,517","7,583","6,176","3,915","5,009","3,158","3,540","3,196","4,439","1,022","1,955",267,811,9,179,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,129,서빙고,26,1,668,554,"1,754","2,231","2,363","3,548","2,186","6,659","1,872","2,484","1,527","1,305","1,590","1,258","1,781","1,235","2,141","1,310","2,219","1,429","2,442","1,624","3,472","1,869","5,202","1,998","5,141","3,011","2,247","2,322","1,446","1,328","1,132","1,896",523,769,121,352,22,82,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,130,한남,60,0,"1,244",549,"2,113","3,149","3,670","8,586","4,975","11,380","3,704","9,968","3,640","4,865","3,815","3,679","4,014","3,753","4,142","4,304","4,839","3,721","6,010","4,030","7,131","4,498","11,811","4,963","11,984","5,320","5,934","4,679","4,313","2,237","5,306","3,639","2,068","1,586",562,734,10,196,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,131,옥수,0,0,0,12,3,17,18,19,98,185,51,8,51,84,20,131,15,59,18,17,23,6,11,12,204,38,217,35,38,26,245,16,8,15,67,34,9,9,5,1,0,0,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,132,응봉,113,0,947,288,"2,074",944,"5,199","1,304","5,565","1,725","3,467","1,100","2,358",813,"1,881",987,"2,046","1,245","2,289","1,508","1,948","1,780","1,928","1,922","1,982","2,666","2,134","3,096","2,099","4,024","1,076","4,292",884,"2,239",719,"2,308",350,"1,218",112,514,2,108,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,133,왕십리(성동구청),539,4,"4,119",730,"6,462","3,463","18,606","7,836","31,002","15,385","20,303","10,893","11,251","11,461","11,125","12,717","12,965","15,440","13,995","16,928","14,974","18,036","16,736","20,428","18,257","23,681","21,107","31,897","21,884","49,027","16,407","35,316","21,007","20,022","19,656","20,540","4,483","9,275","1,513","4,013",37,"1,607",1,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,134,청량리(서울시립대입구),861,6,"4,565",897,"6,378","7,290","21,285","9,141","26,760","14,839","15,779","20,124","17,106","21,629","14,397","23,079","19,001","22,294","22,992","23,348","22,528","26,618","25,231","25,766","24,741","24,229","22,308","22,723","24,304","34,821","15,970","26,389","19,510","13,203","10,245","14,520","4,348","6,722","1,443","2,513",9,986,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,136,외대앞,283,2,"3,931","1,061","6,224","2,699","13,809","2,806","17,881","7,503","10,077","8,360","8,098","6,533","9,135","6,466","9,062","7,621","9,684","7,771","9,564","8,567","11,186","10,160","11,466","11,704","9,714","13,570","8,501","19,332","7,263","15,587","5,506","9,778","5,501","11,342","2,244","6,271",889,"2,752",37,428,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,137,신이문,854,25,"7,207",971,"11,787","1,769","28,722","3,430","31,437","6,334","16,513","3,773","11,755","4,187","10,121","5,393","10,268","6,729","10,576","7,283","9,282","8,424","8,382","11,050","7,614","12,984","7,301","17,093","6,505","27,089","4,292","22,384","2,891","14,176","2,589","14,531","1,399","7,432",513,"2,771",33,416,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경원선,138,석계,905,17,"4,761","1,495","8,371","3,149","19,486","4,041","22,792","6,448","13,782","5,116","11,121","5,408","10,601","6,456","10,448","7,354","10,566","8,245","9,668","9,703","9,510","13,425","8,168","15,974","8,827","19,858","8,463","30,315","5,894","23,217","5,511","14,202","5,520","15,144","2,040","6,882",569,"2,834",28,470,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,139,광운대,"1,585",7,"4,747",960,"10,589","2,086","25,137","3,573","24,665","7,242","12,553","6,762","8,723","5,264","7,865","6,008","8,749","6,837","8,937","7,875","8,513","7,979","8,669","9,933","8,805","11,075","8,037","13,517","7,512","21,842","5,065","19,499","4,033","11,571","4,126","12,174","1,944","6,690",770,"3,670",53,"1,172",0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,140,월계,386,3,"4,077","1,026","7,117","1,789","18,052","3,059","16,331","6,191","9,809","4,677","8,047","3,859","7,549","4,645","8,024","5,843","7,881","6,059","7,559","6,165","6,936","8,003","7,169","9,838","7,089","11,374","6,989","16,194","3,532","15,471","2,882","8,017","2,976","8,946","1,073","4,865",377,"1,952",31,381,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,141,녹천,737,5,"3,537",619,"6,275","1,157","17,022","1,773","13,566","3,599","8,630","1,959","6,189","2,574","5,229","2,979","6,627","3,722","5,858","3,933","4,772","4,117","4,816","5,181","4,606","6,389","4,637","7,721","3,826","11,949","2,856","11,342","1,591","6,983","1,737","6,803",846,"4,109",273,"1,827",28,276,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경원선,142,창동,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경원선,358,방학,345,5,"8,807","1,414","11,914","4,226","23,881","6,369","21,701","15,643","13,803","7,834","12,014","7,789","10,975","7,486","11,919","9,108","12,107","9,344","11,234","11,482","10,982","13,528","10,960","15,445","11,617","15,855","14,616","23,159","7,258","21,769","5,802","11,645","4,684","12,448","2,191","6,866",629,"2,802",65,802,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,359,도봉,196,6,"5,591",938,"7,264","2,461","15,671","3,041","14,757","7,918","9,447","5,680","8,051","5,703","7,427","5,109","7,302","6,140","8,241","6,356","8,315","7,559","7,756","8,479","7,320","9,709","7,636","10,080","8,049","13,998","3,439","13,175","2,489","7,674","2,258","7,934","1,135","4,601",397,"1,616",46,493,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,360,도봉산,71,2,"5,172",559,"7,424","1,679","18,234","2,360","17,877","4,437","11,282","6,741","9,036","10,993","8,951","9,722","10,856","11,266","13,918","9,670","16,565","8,824","17,921","7,797","16,414","6,998","12,376","6,089","9,335","7,673","5,040","7,011","3,271","4,201","2,432","4,582","1,103","2,622",315,"1,104",24,407,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경원선,361,망월사,192,6,"5,994",760,"9,847","2,521","20,154","2,836","19,262","7,430","11,701","6,097","9,085","5,379","8,147","5,203","8,711","6,956","8,866","7,029","7,924","8,455","7,643","9,469","7,209","11,140","7,597","13,154","7,384","19,533","3,576","19,017","3,002","11,318","2,590","11,385","1,485","6,631",537,"2,424",50,713,0,0,0,0,0,0,2021-02-03 09:49:40
