사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-01,중앙선,154,망우,166,0,"5,354",689,"9,184","2,111","21,946","4,334","19,864","10,915","11,522","5,892","8,386","6,174","8,323","6,296","9,282","6,899","8,920","7,748","8,621","9,035","8,222","9,919","8,864","11,898","9,349","14,749","9,332","22,633","6,359","16,234","4,770","10,787","4,144","9,487","1,498","5,938",532,"2,431",6,189,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,중앙선,155,양원,10,0,"1,196",211,"1,566","1,579","3,868","2,161","2,912","3,260","1,998","1,246","1,563","1,463","1,572","1,550","1,614","1,118","1,587","1,360","1,543","1,247","1,647","1,616","2,591","1,841","3,027","1,970","1,741","3,096",770,"2,380",529,"1,758",428,"1,498",298,"1,020",51,397,0,30,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,156,구리,508,4,"6,943","1,270","16,146","5,475","45,693","6,867","38,928","15,907","18,949","13,281","13,846","11,829","13,605","10,669","14,626","10,972","13,795","13,791","13,470","13,687","13,632","16,569","15,449","18,318","16,534","24,125","17,040","39,316","10,364","39,458","10,283","20,869","8,364","20,238","2,583","12,581",684,"4,853",6,222,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,157,도농,506,5,"5,411",971,"13,751","4,606","40,325","5,753","30,951","9,300","15,737","6,062","10,818","5,060","10,155","5,258","9,838","6,416","9,393","7,067","8,414","7,637","8,011","9,708","9,777","11,228","9,930","17,112","10,046","27,500","4,969","28,446","4,094","15,176","3,777","15,187","1,711","8,902",459,"3,720",5,464,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,158,양정,30,0,248,121,504,671,"1,512","1,423","1,201","2,187",778,805,620,588,674,673,690,637,763,554,917,556,836,607,"1,252",702,"2,173",841,"2,278","1,039",843,889,328,501,232,447,124,239,21,125,3,15,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,중앙선,159,덕소,"1,128",2,"2,635",480,"7,580","1,403","18,867","2,156","15,531","5,781","9,467","4,028","7,415","3,554","6,666","3,795","6,692","4,971","7,111","5,761","6,464","5,584","5,766","7,065","5,814","7,956","5,414","11,740","5,226","15,612","2,812","15,332","2,779","8,354","2,708","9,602","1,208","6,024",283,"2,722",7,460,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,160,도심,3,1,"1,218",239,"4,136",750,"10,250","1,207","6,443","4,008","3,768","1,513","2,685","1,464","2,325","1,159","2,635","1,579","2,698","1,615","2,142","1,368","1,946","2,463","2,182","1,808","2,444","4,279","2,889","4,238","1,288","5,442","1,005","2,693",927,"2,753",451,"2,652",97,861,0,2,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,161,팔당,0,0,110,55,418,386,849,957,"1,083","1,723",804,"2,584",697,"2,710",775,"2,083",937,"1,954","1,184","1,308","1,708","1,387","1,959","1,451","2,276","1,225","2,399","1,182","2,056","1,330","1,440",844,"1,454",485,"1,456",396,379,365,80,115,0,0,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,중앙선,162,운길산,0,0,97,39,353,265,956,347,999,981,849,"1,484",684,"1,771",762,"1,398",876,"1,714","1,242","1,094","1,718","1,143","2,251",775,"2,025",729,"1,870",717,"1,072",655,457,944,442,439,202,556,75,360,24,109,0,0,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,163,양수,0,0,483,113,"1,218",410,"4,015",826,"2,292","1,850","2,961","1,928","1,911","2,117","2,058","1,836","2,187","2,209","2,430","2,687","2,500","2,568","3,115","2,270","2,825","2,501","2,849","2,604","2,288","2,812",974,"2,920",779,"2,236",603,"2,146",267,"1,335",108,525,0,12,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,164,신원,0,0,83,6,138,57,301,430,217,227,223,299,191,460,188,394,332,193,344,232,428,236,621,241,536,186,354,224,544,223,60,194,50,131,32,116,15,72,3,34,0,6,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,165,국수,0,0,412,56,801,100,"1,346",292,"1,060",726,"1,360",983,930,808,786,792,946,882,"1,081",783,952,740,"1,021",951,"1,060","1,008",679,"1,006",631,"1,150",328,"1,116",263,"1,026",157,"1,004",75,525,17,184,3,24,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,166,아신,2,0,293,9,473,59,"1,224",356,920,603,752,566,821,473,663,491,615,705,695,537,614,598,625,667,756,646,574,"1,099",695,959,330,872,160,599,177,774,122,351,15,218,1,29,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,167,오빈,1,0,106,2,405,173,566,211,490,323,461,282,501,280,416,293,317,319,387,274,307,254,304,349,378,375,456,651,344,500,170,343,79,270,57,370,11,277,2,84,0,16,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,168,양평,11,1,981,30,"2,416",934,"4,364","1,780","3,287","4,287","2,828","2,418","3,587","2,786","3,285","3,568","3,437","3,347","3,804","3,101","3,953","3,818","3,854","4,064","4,420","3,439","4,262","4,251","4,383","4,509","1,842","3,152","2,045","3,879","1,796","2,065",752,"1,662",75,"1,275",12,215,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,169,원덕,15,0,228,4,346,49,470,125,587,291,518,221,489,358,428,485,417,512,448,302,520,457,531,515,558,457,426,641,281,427,128,398,70,279,39,308,14,203,2,89,6,26,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,중앙선,170,용문,274,2,497,4,"1,316",196,"1,897","1,011","2,513","1,791","1,905","1,248","2,278","1,919","2,118","3,417","2,723","4,521","3,558","2,474","3,703","3,524","4,099","3,092","3,513","2,385","2,609","2,837","1,741","2,222",985,"1,743",613,"1,915",544,"1,210",170,774,1,649,0,181,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,중앙선,171,지평,0,0,0,0,0,0,188,58,131,72,2,0,289,190,0,1,0,0,26,65,252,224,2,6,43,28,36,90,25,88,104,178,0,2,7,42,4,24,0,0,0,0,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,장항선,224,봉명,10,0,813,209,"1,171",638,"2,168","2,700","1,543","2,947","1,421","2,040","1,909","1,564","1,856","1,093","1,762","1,274","1,274","1,630","1,741","1,375","1,955","1,249","1,495",888,"2,524","1,644","1,309","1,348",766,"1,155",560,837,466,935,290,560,362,363,8,49,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,장항선,225,쌍용(나사렛대),19,0,"1,535",155,"2,571",572,"5,345","1,281","4,102","2,854","1,887","1,636","1,943","1,323","1,948","1,435","1,939","1,769","2,032","1,801","2,234","1,728","1,864","2,261","1,883","1,592","2,837","3,971","2,308","3,335","1,346","3,818","1,279","2,429","1,037","1,991",659,"1,296",380,"1,029",4,96,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,장항선,226,아산,22,0,567,438,"1,282","1,633","4,802","3,643","4,205","4,954","2,115","3,090","2,216","2,849","2,603","2,695","2,945","3,391","2,943","3,300","3,979","3,265","4,537","3,298","3,741","2,298","4,916","5,011","6,256","4,292","4,693","4,030","2,925","2,712","3,302","2,272","2,251","1,129","1,057",711,10,78,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,장항선,227,배방,40,0,705,155,"1,281",537,"1,466",784,"1,739","1,463","1,231","1,025",854,676,"1,057",905,"1,106",983,"1,220","1,172","1,502",950,"1,107","1,247","1,184","1,300","1,805","1,844","1,675","1,695","1,065","1,883",662,"1,189",720,"1,327",480,704,227,576,0,14,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,장항선,228,온양온천,409,1,"1,169",352,"2,903","1,660","4,803","2,624","6,410","5,962","5,024","4,114","3,854","4,724","5,507","6,777","5,267","6,433","7,598","5,055","6,847","4,994","6,605","5,805","5,143","5,077","4,873","5,625","6,818","5,734","2,458","5,256","2,209","3,436","2,017","3,638","1,011","2,477",462,"1,420",0,67,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,장항선,229,신창(순천향대),154,0,288,10,637,246,"1,280",890,"1,293","2,550","1,136","1,002","1,123","1,085","1,147","1,164","1,230","1,142","1,372","1,031","1,646",995,"1,658","1,269","1,803","1,273","2,031","1,121","2,065","1,628",757,"1,397",600,"1,072",567,"1,003",238,"1,071",100,710,1,31,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,173,신촌,0,0,121,5,309,687,461,"2,947",329,"3,477",399,"2,246",389,"1,132",445,826,625,761,530,"1,438",560,689,890,640,"1,461",519,"2,840",685,"2,578",814,"1,623",614,789,368,"1,046",266,442,44,137,174,0,14,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,174,효창공원앞,1,0,393,131,"1,493","1,531","3,703","4,120","5,067","12,869","3,401","8,848","2,344","2,886","2,114","2,421","2,516","2,485","2,593","2,455","2,668","2,542","2,746","2,713","3,783","2,995","5,360","3,924","11,359","5,929","5,137","4,931","2,957","3,282","2,500","4,346","1,013","1,913",459,874,2,72,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,176,서강대,4,1,228,52,"1,034",931,"2,216","1,881","2,740","5,495","2,185","4,003","1,673","2,076","1,952","2,120","1,978","2,088","2,070","2,141","2,116","2,285","2,389","2,069","3,370","2,350","4,119","2,571","4,599","3,078","2,644","2,374","2,546","1,539","2,870","2,054","1,136",951,507,504,4,40,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경의선,178,가좌,0,0,"1,897",224,"5,302","2,614","15,044","2,907","18,678","6,074","7,844","5,422","5,692","3,733","5,275","3,975","5,801","4,109","5,650","5,484","5,491","5,514","5,454","6,111","6,768","7,790","6,451","8,798","6,552","14,264","3,741","12,615","2,675","6,802","2,715","5,961","1,383","4,379",424,"1,761",1,174,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,180,수색,0,0,647,353,"1,553","2,287","2,867","4,173","3,130","12,270","2,134","6,532","1,462","2,752","1,563","1,635","1,611","1,790","1,742","2,380","2,123","1,833","2,235","1,817","3,089","2,014","6,126","3,047","9,870","2,596","4,684","2,621","2,724","1,542","2,049","1,455","1,145",937,314,384,21,47,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,181,화전,0,0,422,174,943,634,"2,775","1,577","2,862","3,680","1,691","2,241","1,215","1,440","1,855","1,206","1,406","1,371","1,604","1,923","1,625","1,550","1,641","1,326","2,730","1,451","3,286","1,749","2,538","2,222","1,727","2,195",949,"1,280",745,"1,515",411,833,221,328,17,118,1,1,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,182,강매,0,0,"1,496",212,"4,309",856,"13,520",966,"12,792","2,668","5,793",996,"3,551",918,"2,949","1,289","2,910","1,384","2,570","1,761","2,353","2,156","2,221","2,319","2,357","3,475","2,082","4,795","2,733","8,672",936,"9,672",650,"5,577",774,"5,403",394,"3,314",102,996,1,263,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,183,행신,3,1,"2,463",624,"9,442","3,118","30,556","3,946","26,239","7,861","10,834","5,029","7,256","3,622","7,375","4,413","7,376","4,875","6,534","5,908","5,771","5,892","5,480","6,399","7,051","9,340","9,080","12,666","7,678","29,612","4,153","24,694","4,528","11,231","4,061","12,784","2,457","6,611",751,"2,229",40,676,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,184,능곡,0,0,"1,909",279,"5,081","1,700","12,239","1,895","11,876","3,597","6,431","2,319","4,536","2,078","4,009","2,299","3,792","2,718","4,017","2,857","3,471","3,247","3,191","3,606","3,664","4,729","3,912","5,844","3,919","9,776","2,174","8,761","1,536","5,244","1,348","5,989",726,"3,472",210,"1,435",3,639,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,185,곡산,0,0,167,209,598,379,"1,133",776,"1,001","1,727",497,755,523,415,462,370,467,464,511,426,539,467,711,516,718,612,996,651,"1,344","1,143",404,802,357,509,284,548,150,285,39,77,1,10,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,186,백마,0,0,"2,678",880,"11,545","1,943","26,471","4,811","18,800","8,431","8,824","4,284","6,323","3,492","5,990","3,084","6,600","4,306","5,960","4,359","5,576","4,569","5,944","5,903","6,092","6,303","6,483","8,150","8,496","20,621","3,364","20,486","2,552","11,254","3,871","11,465","1,382","7,001",438,"2,619",3,121,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,187,풍산,2,1,"2,712",287,"7,740","1,299","17,418","3,294","13,876","5,941","8,242","4,216","5,643","3,291","5,480","3,435","5,516","4,184","5,614","4,951","5,343","4,374","5,865","5,109","5,749","6,226","5,678","8,109","6,644","15,336","3,183","12,377","3,325","9,157","3,453","8,783","1,405","5,577",300,"2,190",9,164,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,188,일산,2,0,"5,010",751,"16,520","3,147","36,895","4,326","24,971","8,814","12,704","5,659","8,400","4,569","8,502","5,163","9,463","6,350","8,628","7,921","8,289","8,239","8,243","8,121","8,377","10,544","7,240","13,755","9,340","28,375","4,945","30,667","3,636","13,353","4,009","15,523","1,823","10,097",430,"3,218",17,823,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,189,탄현,44,1,"3,537",501,"15,222","1,933","29,401","4,455","19,094","7,331","10,088","4,359","7,506","3,580","7,166","4,078","7,649","4,756","6,938","5,113","6,508","6,455","6,961","6,581","6,891","7,839","6,608","12,925","8,385","22,298","4,297","25,801","3,758","11,974","4,231","12,664","1,818","7,566",576,"3,629",36,874,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,190,야당,17,0,"2,741",271,"9,968","1,879","18,144","3,274","15,208","6,071","7,804","4,945","6,230","3,481","6,040","3,895","6,209","4,289","5,946","4,846","5,948","6,050","6,245","6,561","6,519","7,564","6,238","11,550","7,188","16,892","4,778","16,591","4,890","8,645","5,901","9,111","2,011","5,655",587,"2,754",59,569,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,191,운정,17,0,"2,499",238,"11,290","2,587","21,982","5,180","17,168","8,194","7,904","3,746","6,243","3,039","5,571","3,207","5,966","3,831","5,563","3,942","5,253","5,026","5,248","5,758","6,477","6,885","7,244","9,742","8,178","16,453","3,510","17,240","2,645","9,308","2,402","8,782","1,316","5,929",303,"2,239",22,431,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,192,금릉,18,0,"2,075",231,"6,527","1,609","12,663","3,844","8,967","8,190","5,786","4,191","4,474","2,893","4,889","2,838","4,928","3,767","4,737","3,636","4,553","4,451","4,807","4,891","4,940","5,340","6,566","6,616","7,335","10,300","3,301","10,462","3,105","5,291","2,713","6,170","1,177","4,088",177,"1,763",7,333,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,193,금촌,23,0,"2,727",175,"7,381","2,882","13,950","8,396","12,090","12,533","7,840","6,337","6,609","5,208","7,219","4,850","7,633","6,496","7,786","7,084","7,187","6,891","7,417","8,048","7,872","8,334","9,252","9,499","11,946","12,979","5,508","11,234","4,489","7,505","4,076","8,089","1,830","5,055",338,"2,020",28,412,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,194,월롱,19,0,348,18,531,"2,391","1,550","8,110","1,480","7,656","1,209","1,929","1,066","1,358","1,357","1,005","1,550","1,600","1,848","1,145","1,493","1,164","1,915","1,282","2,923","1,525","6,730","1,698","10,137","1,925","3,446","1,957","2,573","1,573","1,889","1,886",635,"1,140",72,646,2,124,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,195,파주,32,1,694,9,910,474,"1,878","1,282","1,732","2,957","1,020",544,922,607,984,771,"1,052",720,"1,174",654,994,600,"1,236",757,"1,293",768,"1,796",864,"2,773",957,634,"1,062",336,848,506,706,256,519,20,339,2,52,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경의선,196,문산,752,6,"2,170",7,"6,195","1,791","12,137","4,842","9,268","10,427","6,271","3,887","5,301","3,929","5,496","4,056","6,174","5,345","6,153","5,434","6,214","5,222","5,857","7,029","6,181","6,581","7,636","7,117","8,512","9,053","3,360","8,472","2,939","7,852","2,622","5,614",980,"4,376",66,"2,036",0,686,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,3,50,31,97,1,1,0,0,0,0,0,0,47,94,67,7,254,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,198,서울역,2,0,668,6,743,"4,887","2,096","20,188","1,571","22,612","1,182","12,314",981,"4,020","1,096","3,236","1,713","2,350","2,048","4,142","2,330","2,054","3,211","1,982","4,961","1,734","12,660","2,910","21,507","3,033","8,187","2,048","5,252","1,892","3,713",836,249,89,712,591,1,30,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,199,공덕,13,0,429,91,"1,564","1,293","3,323","4,667","4,022","14,990","2,541","7,464","2,186","2,311","2,608","2,419","3,141","2,217","2,989","2,191","3,179","2,447","3,299","2,518","4,287","2,829","7,470","3,495","14,448","4,683","6,189","3,392","5,635","1,960","6,346","2,754","1,371","1,102",423,562,1,68,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,200,홍대입구,3,0,118,43,448,442,"1,050","1,775","1,197","4,844",864,"2,989",796,"2,076",884,"2,106","1,073","2,454","1,312","2,525","1,567","2,482","1,728","2,265","2,286","2,751","3,295","2,176","4,519","2,921","2,863","2,098","3,193",992,"5,465","1,330","1,212",667,422,394,3,44,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,201,디지털미디어시티,1,0,741,370,"1,616","1,861","6,968","1,623","6,908","3,283","3,577","2,119","2,267","1,253","2,307","1,313","2,457","1,633","2,301","1,883","2,321","1,836","2,342","1,946","3,437","2,807","3,643","4,013","4,111","7,514","2,211","6,415","1,613","3,273","1,413","3,384",814,"2,060",270,714,4,74,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경의선,203,계양,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경춘선,205,신내,15,0,492,349,"1,358","2,634","3,687","1,908","3,498","3,910","1,668","1,192","1,294","1,122","1,426","1,111","1,424","1,063","1,618","1,363","1,455","1,269","1,608","1,771","2,341","1,657","3,243","2,383","3,010","3,343","1,167","2,710",640,"1,139",638,"1,462",438,733,175,352,1,39,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,206,갈매,5,0,"1,091",268,"3,193","1,210","14,660","2,133","8,348","3,570","4,807","1,970","2,783","1,936","2,203","1,421","2,990","1,697","2,722","2,235","2,725","1,949","2,523","3,077","2,726","2,914","2,711","4,618","3,671","9,313","1,671","7,368","1,563","4,074","2,292","3,729",780,"2,167",251,721,2,208,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,207,별내,22,0,725,804,"1,826","2,927","7,805","3,392","6,030","4,745","3,321","2,725","2,664","2,307","2,376","2,210","2,759","2,291","2,637","2,506","2,818","2,222","3,252","3,095","4,375","3,236","4,903","4,400","4,568","6,771","2,099","5,881","2,148","2,998","2,151","2,261",955,"1,856",378,543,9,107,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,208,퇴계원,7,0,"2,019",416,"4,456","1,441","15,692","3,050","10,296","3,601","6,720","1,938","4,273","2,016","3,492","2,103","3,847","2,524","3,623","2,847","3,112","2,836","3,355","3,033","3,091","4,540","3,687","7,388","4,590","10,576","2,012","9,615","1,377","5,879","1,491","4,418",657,"3,987",205,"1,171",13,350,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,209,사릉,36,0,"2,041",448,"4,356","1,784","13,491","4,281","10,235","5,747","5,151","2,009","3,320","1,957","3,227","1,848","3,180","1,991","3,122","1,972","2,548","2,704","2,896","2,497","2,599","3,667","3,838","5,309","6,084","8,871","2,110","11,523","1,174","4,882","1,162","4,348",520,"3,129",220,"1,019",6,201,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,210,금곡,1,0,980,191,"1,856",733,"3,676","1,330","3,509","3,679","2,162","1,359","1,924","1,086","1,860","1,098","1,711","1,330","2,040","1,113","1,650","1,868","1,594","1,529","1,555","1,887","2,053","2,530","2,988","3,109","1,000","3,069",709,"1,316",586,"1,702",316,972,106,443,3,91,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,211,평내호평,404,4,"3,974",858,"8,202","1,585","22,236","3,762","14,390","8,070","7,619","4,980","6,694","3,902","6,025","3,939","6,417","5,113","6,257","5,170","5,249","6,136","5,836","5,831","6,297","6,840","6,540","11,064","7,042","14,687","4,190","17,942","3,877","8,826","4,185","7,819","1,782","5,824",546,"2,330",7,686,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경춘선,212,천마산,4,0,772,211,"2,932",363,"5,382","1,254","3,899","1,278","3,221","1,064","2,482","1,120","1,899","1,276","2,181","1,525","1,996","1,626","1,898","1,668","1,686","2,248","1,665","2,047","1,373","2,666","1,540","4,228",645,"3,865",477,"2,730",456,"2,405",352,"1,213",63,511,1,101,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,213,마석,15,0,"1,042",268,"5,213","1,943","11,708","4,459","7,820","5,745","5,685","3,545","4,697","2,638","4,126","3,236","4,883","3,101","4,124","4,145","4,029","3,803","3,725","4,586","4,714","4,086","4,625","5,531","5,751","7,433","2,434","11,057","2,236","5,097","1,988","4,529","1,056","3,154",300,"1,005",9,308,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,214,대성리,0,0,88,31,221,128,553,599,624,691,523,406,486,503,824,641,676,541,643,676,666,614,751,596,"1,090",664,"1,265",573,847,502,340,453,210,408,146,245,71,172,45,121,0,3,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,215,청평,1,0,554,56,"1,278",413,"2,043",904,"2,353","1,753","1,972","1,309","2,039","1,558","2,719","1,333","2,206","2,038","1,832","1,766","1,866","1,998","1,850","2,177","1,817","2,254","2,132","2,505","1,864","2,309",716,"2,075",704,"1,566",447,"1,118",210,728,48,424,0,71,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,216,상천,0,0,65,22,198,96,343,73,451,366,311,346,290,520,310,514,311,412,335,285,580,315,616,304,613,299,564,282,222,233,143,313,61,168,48,169,5,75,2,43,0,11,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,217,가평,0,0,427,100,982,555,"1,647","1,268","2,301","3,137","1,776","1,543","1,963","1,228","2,871","1,704","2,037","1,790","1,671","2,148","1,914","2,340","1,786","2,401","2,083","1,636","2,470","2,117","2,591","1,931",979,"1,878",839,"1,079",785,"1,046",216,740,125,378,10,80,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,218,굴봉산,0,0,23,1,36,2,75,31,141,179,136,202,116,403,197,231,180,167,175,122,243,181,261,186,225,131,126,71,67,116,27,87,33,79,26,50,3,20,3,11,1,3,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,경춘선,219,백양리,0,0,4,28,11,24,34,360,145,547,72,251,88,446,271,402,221,269,267,209,239,210,539,159,401,190,624,126,455,76,201,64,200,100,214,159,30,70,6,30,0,5,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,220,강촌,5,0,81,5,130,48,194,190,312,668,250,628,284,"1,015",447,"1,060",443,638,504,491,815,581,953,446,"1,120",431,997,304,561,354,258,225,144,195,146,194,56,143,12,75,0,2,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,221,김유정,0,0,41,9,147,19,198,194,206,364,199,362,195,661,319,618,329,568,439,463,682,418,771,381,706,258,525,257,327,279,159,203,119,128,55,119,23,62,28,45,1,14,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,222,남춘천,328,2,997,19,"2,525",507,"2,768","1,379","2,725","2,260","2,432","2,242","2,436","1,889","2,614","3,601","2,960","4,878","3,458","3,112","4,185","3,002","4,085","4,059","3,815","2,861","3,496","3,304","2,992","3,292","2,362","5,682","2,032","2,284","1,855","1,944",580,"2,346",195,923,2,484,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,경춘선,223,춘천,201,1,434,9,"1,136",225,977,804,"1,027","1,285","1,121","1,188","1,057",930,"1,262","2,081","1,307","1,932","1,708","2,423","2,290","1,643","2,891","2,212","2,489","1,296","2,429","1,311","1,967","1,147","1,040","1,863",728,860,619,689,173,646,25,549,1,169,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,수인선,340,고색,299,3,"1,430",275,"4,205","1,485","8,456","10,703","9,127","13,503","3,663","2,449","2,385","1,480","2,529","1,889","2,838","1,971","2,581","2,373","2,585","2,413","2,646","2,456","3,469","3,455","7,657","4,478","12,543","6,604","3,794","6,930","3,862","6,472","3,947","4,789",875,"2,352",251,"1,177",4,564,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,수인선,341,오목천,0,0,337,16,"2,740","1,123","5,678","2,228","5,706","3,512","3,422","1,939","2,532","1,430","2,692","1,503","3,068","1,605","2,550","2,156","2,294","1,921","2,292","2,368","3,128","3,197","3,652","3,191","4,196","7,313","1,871","4,531","1,222","2,522","1,022","3,053",780,"2,419",260,936,1,90,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,수인선,342,어천,0,0,90,0,431,400,761,"1,335",937,"1,279",756,555,610,530,734,623,802,573,902,702,670,632,797,604,888,928,"1,133",930,"1,849","1,463",802,"1,023",452,582,329,712,226,508,62,138,0,15,0,0,0,0,0,0,2021-02-03 09:49:39
2021-01,수인선,343,야목,0,0,100,0,154,168,368,314,411,266,233,141,228,147,255,178,309,206,299,175,235,159,283,161,332,267,386,304,482,443,168,287,116,173,86,316,67,151,29,57,1,7,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,수인선,344,사리,0,0,"1,962",71,"6,149",787,"13,732","1,351","10,651","2,551","5,749","1,538","4,212","1,554","3,907","1,612","4,193","2,405","4,624","2,736","3,961","2,549","3,712","3,678","3,583","5,030","3,533","5,446","3,369","13,318","1,899","9,345","1,514","5,926","1,641","7,188","1,008","3,642",309,"1,920",10,222,0,0,0,0,0,0,2021-02-03 09:49:40
2021-01,수인선,345,달월,0,0,2,5,14,124,66,110,156,332,62,61,61,90,44,51,46,67,78,103,97,66,98,73,174,62,669,67,392,103,70,42,29,34,20,27,22,29,10,10,1,1,0,0,0,0,0,0,2021-02-03 09:49:40
